message_id,response_id,article_id,empathy,distress,empathy_bin,distress_bin,essay
R_3pmv2YByMN0V6jP_3,R_3pmv2YByMN0V6jP,231,1.000,1.000,0,0,"I think with all the social media and news stories, recent incidents involving terror attacks, and those who are of a different race commuting these acts, especially since the 9/11 attack this will always be an issue with people because we are just alarmed, even though some may have nothing to do with terrorism or any type of situation regarding that but they will always be perceived that way because of what happened in the past. It's probably not right of those who are discriminating and the airlines really need to do something about all the complaints."
R_3pmv2YByMN0V6jP_4,R_3pmv2YByMN0V6jP,329,1.000,1.000,0,0,"I'm not so sure that there is any right in this situation, of course it was wrong what he did and he could have handled this another way. He did what he did for his own reasons and he can't take that back and he definitely does not feel sorry for what he did. Was it so serious just because he is the mayor and would it not been so serious if he wasn't a mayor? Could he have done something better with the money? Absolutely, so he isn't wrong when he says the money should have been used for other things, but throwing a pie in someones face probably isn't the best way to show it "
R_3pmv2YByMN0V6jP_5,R_3pmv2YByMN0V6jP,417,6.000,5.125,1,1,"I feel sad when reading this story, as she lost her companion and that's just what some animals are to people their companion, not just a dog or a pet, it's a part of them. This man was wrong for what he did although he was justified because it was seen as self defense he definitely could have done something else before fatally shooting the dog and killing it. Unless the dog was charging at him and starting to bite him or bark at him he should have seen no threat at that time and I feel like this was a careless mistake and he didn't need to do so."
R_ByUtkzYYw2pDNqV_1,R_ByUtkzYYw2pDNqV,79,2.500,1.500,0,0,I think we should just leave them where they are. They're not causing any problems. They're too dangerous and too costly to try to move. There hasn't been great reports of them starving. They should be fine to roam around there for now. We don't want to waste tax dollars to try to deal with a dangerous situation.
R_ByUtkzYYw2pDNqV_2,R_ByUtkzYYw2pDNqV,167,4.833,2.250,1,0,I feel really bad for these orangutans. They must have been treated so bad to be in the condition they are in when they were found. Those things should never have been bought and trades and put in a domesticated situation. It's good that they're being taken care of. Hopefully they can recover and go back to where they came from.
R_ByUtkzYYw2pDNqV_3,R_ByUtkzYYw2pDNqV,240,5.333,1.625,1,0,What a rare occurrence to have that mutation come up for both parents. I feel very bad for Nicholas and his family. Thankfully they are able to afford the treatments that Nicholas would need almost his entire life. I feel bad for the family who aren't able to afford such treatments for their own kids.
R_ByUtkzYYw2pDNqV_4,R_ByUtkzYYw2pDNqV,306,3.500,3.875,0,0,Hey can you believe the crazy weather we've been having during the past few summers? It's getting really ridiculous and out of hand. They temperatures have been crazy and the flooding is really messing with people's lives. We really should be paying more attention to it and need to come up with some solutions fast.
R_ByUtkzYYw2pDNqV_5,R_ByUtkzYYw2pDNqV,360,2.000,2.875,0,0,These people are dumb for voting for him. They can't even tell that he's exploiting their feelings and has no intentions to helping them. He's just taking advantage of the situation for his own gain. They'll find out soon and they'll be the ones who end up suffering most from this. I don't really have too much sympathy for them.
R_RCzSbVUDAxwLopb_1,R_RCzSbVUDAxwLopb,61,6.000,1.000,1,0,"I reallly think this is quite sad.  Poor people have the same sort of problems all over the world.  I think this is because the rich are always keeping people down.  I think that they pretend like everything is a racial struggle, but I suspect that the problems we face are largely because the rich are filthy rich and they have no empathy for the rest of us."
R_RCzSbVUDAxwLopb_2,R_RCzSbVUDAxwLopb,138,5.000,2.250,1,0,"I think that this is really sad.  It seems to be something that is ingrained in all humans.  I am thankful that it mostly just effects children, but it seems kind of hopeless that we will ever fully solve this problem.  I think the only real way is for adults to be consistently vigilant and make sure that we are not ignoring the kids that this is effecting."
R_RCzSbVUDAxwLopb_3,R_RCzSbVUDAxwLopb,196,3.667,1.000,0,0,I really liked this guys music.  It's hard to feel too sad though.  He lived a full and excellent life.  His music will live on for generations and there is every bit of the chance that he will never be forgotten.  It is not bad to live to 80.  many others live far shorter lives and some peoples existence seems as meaningless as a fart in the wind.
R_RCzSbVUDAxwLopb_4,R_RCzSbVUDAxwLopb,266,5.500,2.500,1,0,"It really is too bad that this had to happen.  The internet will never let them forget.  I'm sure the zookeepers feel awful about what has transpired.  After all, They are probably all great lovers of animals and you and I know that it is never easy to see a poor animal die.  I wonder if there were things to be done that could have prevented this or if I am just thinking with insight."
R_RCzSbVUDAxwLopb_5,R_RCzSbVUDAxwLopb,361,1.333,2.750,0,0,It's kind of amazing how little we knew what was going on back then.  There have certainly been a lot of changes since that day.  I think we can all take comfort in the fact that the world didn't end that day.  Even with crazy people in charge the earth's people seem to be capable of keeping us all on the right track.  I mainly worry about my own self now.
R_1NmgSsZxiJVkmXj_1,R_1NmgSsZxiJVkmXj,70,5.000,3.625,1,0,Hi there.  I just read an article and I feel like I need to share my thoughts on it.  It was about an oil spill!!  Oil spills are so upsetting.  I feel so sorry for all the ocean life and animals that are affected and WILL be affected!  It's so tragic.  I wish we could prevent these from ever happening again.
R_1NmgSsZxiJVkmXj_2,R_1NmgSsZxiJVkmXj,95,3.500,3.000,0,0,"So, about climate change, I just read an article about it.  I have never really been concerned about climate change, I think it's a huge act that is exaggerated by the government, media, and everyone in between.  The facts about fire increasing are a little scary though... but I still think climate change is irrelevant.  Maybe fires just happen more"
R_1NmgSsZxiJVkmXj_3,R_1NmgSsZxiJVkmXj,169,6.000,6.000,1,1,"This article I just read was so, unbelievably sad and tragic.  This incident is so horrible.  Such a gruesome death.  I can't imagine being that two year old and falling for so long.  Ugh, it makes me so upset.  I feel so bad for the parents, they must feel so guilty.  It would be so hard to overcome everything."
R_1NmgSsZxiJVkmXj_4,R_1NmgSsZxiJVkmXj,295,4.000,4.500,1,1,"This article was eye opening.  I can't imagine having to wear masks as I do my normal, everyday activities or go outside. This is so weird.  It's kind of disturbing, all of this.  I think it's a very good thing for people to donate to the firefighters.  Firefighters risk their lives to protect us, we can help them."
R_1NmgSsZxiJVkmXj_5,R_1NmgSsZxiJVkmXj,349,4.000,4.750,1,1,"This whole article is a little sketchy, it seems like they're hiding stuff.  This article, if you want to be really cynical and skeptical, makes it sound like the kids might be responsible for the deaths of the parents.  It seems like a pretty vague article, I wish we had more information on this incident."
R_3RxS7cf9gInidpl_1,R_3RxS7cf9gInidpl,78,6.333,3.500,1,0,"Hey D,

I read this article about this boy who was abused and went through stuff with his family. I feel like I can really relate to him, having a mother who had their own addictions.  I always knew people like him always come out on top because he went through so much to get the success that he is having today. I wanted to show this to you so that you don't give up either, no matter how hard the circumstances are. Love, A."
R_3RxS7cf9gInidpl_2,R_3RxS7cf9gInidpl,154,4.000,4.000,1,1,"This kind of stuff is definitely very political because it shows how corrupt the Venezuelan government is very corrupt.  I get that every country has their own issues, but what happened here is absolutely ridiculous! Wouldn't want to live here at all. You guys should check this out whenever you get a chance."
R_3RxS7cf9gInidpl_3,R_3RxS7cf9gInidpl,181,3.667,2.625,0,0,"This always makes me mad guys, that the cops think they can shoot because of color. Its absolutely ridiculous! Of course, the cop isn't being charged for murder, and predijuce still stands in this country. It is extremely sad that the world has to come to this.. just killing off anybody because they think they're above the law. "
R_3RxS7cf9gInidpl_4,R_3RxS7cf9gInidpl,334,4.000,4.000,1,1,"I am sharing this because I wish people can understand what humans are doing to the environment and how its actually affecting our climate. WE ARE going through climate change, and it seems like the world does not care because there's still pollution and etc. The artic glaciers are melting, waters are getting warmer and people say that's not ""global warming"". Definitely give this article a read if you are into environmental stuff."
R_3RxS7cf9gInidpl_5,R_3RxS7cf9gInidpl,375,4.000,4.000,1,1,"Hey Jax, I thought this was a interesting article that you might be interested in reading. It definitely piqued my interest. I thought it relates to your situation that you are dealing with at the moment. Let me know what you think of the video as well.  I might show this to Jackie too and see if what she thinks of it."
R_DqqsjbW8YKGGs9P_1,R_DqqsjbW8YKGGs9P,84,2.667,5.250,0,1,"And yet the deniers still claim that there is no scientific basis for the claim of human involvement.  I bet some of them will latch onto the El Nino contribution to ""prove"" that it's just the randomness of nature.  However, they will fail to understand that it's only a random amplification of the effects that we a directly responsible for by spewing so much CO2 in to the atmosphere. We won't get them to act until people are literally dying in the street."
R_DqqsjbW8YKGGs9P_2,R_DqqsjbW8YKGGs9P,162,2.500,1.250,0,0,"Jeez, who would have thought that those little guys could wreak such environmental disaster.  But this is a classic example of people who think their one indiscretion (dumping the fish in the river) is harmless.  Much like someone who starts a forest fire, we should have laws making the person responsible liable for the cost of cleaning up the mess.  Not that we'd ever catch them."
R_DqqsjbW8YKGGs9P_3,R_DqqsjbW8YKGGs9P,241,1.000,5.750,0,1,"I cannot believe that the women in Trump's base don't understand that they are electing men who continue to ensure that they remain subservient and demeaned.  I understand the whole ""traditional family"" structure, but this is ridiculous. Averting your eyes to abject misogyny because you want to win is appalling and disgusting.  I just don't understand."
R_DqqsjbW8YKGGs9P_4,R_DqqsjbW8YKGGs9P,275,3.000,2.125,0,0,Water parks and amusement parks in general are just disasters waiting to happen.  We truly don't know how dangerous some of these things are until something goes wrong.  Then we all see what was so obvious yet impossible to see until pointed out.  I am going to avoid these places like the plague.  Plus life is too short to wait in lines.
R_DqqsjbW8YKGGs9P_5,R_DqqsjbW8YKGGs9P,363,1.333,4.875,0,1,Who knew that a typhoon hitting two countries would be less disturbing that articles about trees and dust.  Our compassion is ruled by numbers and when two people die a storm we yawn.  But show us dead trees for tell us we are breathing residue for a toilet cleaner and we freeze with panic.  Perspective is a hard thing to find sometimes.
R_5BjrkiX7wiiuXFn_1,R_5BjrkiX7wiiuXFn,18,6.500,4.625,1,1,"I just read an article about U.S. soldiers being killed in Jordan.  This is tearing my heart out and I can't get the images of what must have happened out of my mind.  You know that I was in the military myself and it makes it that much harder on me.  I can't begin to imagine how the families of these soldiers must feel.  From what I read, apparently this was an accident and the soldiers were shot when they failed to stop at the checkpoint going into the base.  The base was already on alert due to a previous car bomb attack.  I'm guessing that they felt they couldn't take any chances on it being another car bomber and went ahead and shot at the vehicle.  It's so sad.  It's bad enough that these brave men have to face dangers from the enemy, but when they get taken down by friendly fire?"
R_5BjrkiX7wiiuXFn_2,R_5BjrkiX7wiiuXFn,121,1.167,3.375,0,0,"I can't believe this article that I just read. They are making these allegations of Islamophobia and all kinds of crazy notions of hatred against gays, etc. What do they expect people to think when every time we hear of a bombing, it is a muslim.  Do they expect people to say thank you?  I don't hear any Islamic leaders speaking out against any of the terrorism.  Are we just to sit back and say ""thank you sir, may I have another.""  Not only do I not hear any Islamic leaders speaking out against it, I don't hear any muslim citizens speaking out either.  As to the gay and transgender stuff, I will speak out against whomever I wish.  They have a right to spew their immoral acts all of the place, then I have the right to speak out against their immoral acts which are an affront to almighty God"
R_5BjrkiX7wiiuXFn_3,R_5BjrkiX7wiiuXFn,170,3.167,4.000,0,1,"I just read about all kinds of rioting going on in Ethiopia.  It's really a shame what is going on over there.  This is an area which has hopes of dramatic infrastructure improvement and new jobs.  Many people and organizations have invested a lot of money and now have to wonder whether they should continue to invest in an area which may be destroyed by rioters.  It's so sad to hear about these beautiful farms and nurseries just being gutted and destroyed.  The farms now have all these workers and equipment with nothing to do.  The farms are gone.  It sounded as if some of the elders in the community tried to calm things down, and it worked in some areas, but other areas just raged on with riots and destruction.  Can't these people see that they are ruining their own future?"
R_5BjrkiX7wiiuXFn_4,R_5BjrkiX7wiiuXFn,298,5.833,2.625,1,0,"Here we go again.  Another news report of another earthquake in Chile.  Fortunately this one apparently didn't cause any damage, but it was no slouch either at a magnitude 6.4.  Had the earthquake struck in a little different location, who know what might have happened.  This is the same place that got hit with an 8.8 a couple years ago.  Remember that one?  That was so sad.  It triggered a tsunami and 500 people were killed.  Not to mention the fact that there were 220,000 homes lost.  One piece of good news at least, since the 8.8 earthquake, they have put in a warning system for earthquakes and tsunamis.  Thank God for that.  That certainly can't prevent any earthquakes from happening, but at least maybe it will save some lives if, or should I say ""when"", the next earthquake occurs."
R_5BjrkiX7wiiuXFn_5,R_5BjrkiX7wiiuXFn,397,5.167,4.375,1,1,"An article that I just read is really pretty disturbing.  It speaks of the tremendous droughts in the river areas of Bolivia.  It's bad enough because it is just a natural disaster situation, but the fact that there was also mismanagement involved is particularly troubling.  The government failed to properly care for the canals.  The article also speaks of selling off many of its wild animals.  This might become a very serious problem given the fact that some of the animals are endangered species such as the wild dog.  They are also looking at selling off elephants, lions and pythons.  Even if they do this, how much of the money will ever actually reach its citizens to help them?"
R_22Pw5eZwHTEvBrR_1,R_22Pw5eZwHTEvBrR,39,4.167,4.250,1,1,Reading about the sniper shooting the wolf was heartbreaking and anger inducing. I would have been very angry if i was the one tracking the wolf and found out the wolf i had been following had been killed by an irresponsible asshole. Wolves are a majestic animal and i believe the guy that shot the wolf should be brought up on charges
R_22Pw5eZwHTEvBrR_2,R_22Pw5eZwHTEvBrR,122,3.500,3.625,0,0,the reports of officers being killed just because they are police officers is obsurb. Police officers all get a bad reoutation because you got some dumbass officer that kills someone they had no right killing and all officers are tagged as murderers and corupt. officer are here to protect and serve you and keep you safe
R_22Pw5eZwHTEvBrR_3,R_22Pw5eZwHTEvBrR,207,2.667,2.875,0,0,i could care less what isis does as long its not done in my country. I think they should all be put to death and be done with it. They are a terrorist group and deserve all the bad things that are going to happen to them. I do feel bad for the lose of life and feel sympathy for the families of the officers killed.
R_22Pw5eZwHTEvBrR_4,R_22Pw5eZwHTEvBrR,322,1.000,1.000,0,0,Trump is president get over it snowflakes. People still complaining about him being president need to shut the fuck up and just accept it like a big boy or girl. Things happen and there isnt anything they can do about it. All i see are big ass babies that need something to whine about .  Forming lines across roads interferring with peoples lives is just childish and people need to grow up and take off those damn diapers
R_22Pw5eZwHTEvBrR_5,R_22Pw5eZwHTEvBrR,372,2.667,2.875,0,0,In all honesty. I have read so many of these articales it is all starting to run together and i am forgetting what i am reading. The time and pay i have spent on this is starting to look like it is not worth completing the hit because it is becoming unfair pay versus time i am spending reading all these articles and wasting time 
R_1hXwedaK7Yvdoyd_1,R_1hXwedaK7Yvdoyd,64,1.500,2.125,0,0,"Hello, how are you doing meN? Remember that chat we had a week ago about Haiti? I was just reading an article about it, never thought things could have been so bad, they are even worse than what I imagine worst than what we talked about. I find it funny how we are so enclosed in our small little world, while in Chicago we are celebrating about CUBS victory in over 100 years, in Haiti, they are suffering for water and food."
R_1hXwedaK7Yvdoyd_2,R_1hXwedaK7Yvdoyd,85,1.000,2.500,0,0,"Hey I was just reading an article about a teacher bashing president Trump. You know my position when it comes to Trump, you know I dislike the man and all; however, I do not believe a teacher can use his position to bash someone especially on school grounds. I believe he can state his opinion, but not disguise it as the truth. That could be very dangerous."
R_1hXwedaK7Yvdoyd_3,R_1hXwedaK7Yvdoyd,184,1.500,2.125,0,0,"Hey guys check this article out. I was talking to about this sleep paralysis thing. It's such a scary event I do no wish upon anyone.  I've experienced it in the past and is no fun. Some people hear voices, others see ghosts or the likes. I hope you guys never have to experience such a thing. It's good thing to know that it has a medical term and is not sometihng actually paranormal."
R_1hXwedaK7Yvdoyd_4,R_1hXwedaK7Yvdoyd,259,1.000,1.000,0,0,"Things seem to be quite bad in Yemen. I can't believe is not only the United States conducting drone operations or military operations for that matter in Yemen. Saudi Arabia and Qatar are also in it. Things must be very bad overthere. I have little background about the issue in Yemen, I wonder what it is that Saudi Arabia and Qatar have to gain hehre?"
R_1hXwedaK7Yvdoyd_5,R_1hXwedaK7Yvdoyd,356,1.000,1.000,0,0,"I think its fine that people protest. I dislike president Trump as much as those protesters. But what they are doing its wrong. They cant be destroying property or been a menace for other people. Guys, do it peacefully, that's the best way to do things, otherwise you will get arrested and in trouble."
R_d68YNA5f4FYJPbP_1,R_d68YNA5f4FYJPbP,25,3.167,4.250,0,1,"Wow, I feel really bad for the parishioners of the church that got burned down. At least nobody was injured. On the one hand, it's crazy that people would do this, but on the other hand, I'm not exactly surprised. Trump has been inciting racial hatred and tearing down standards of decent behaviour since before the beginning of his campaign. Let's hope he loses in November and we can file this away as a disgraceful moment in American history, nothing more."
R_d68YNA5f4FYJPbP_2,R_d68YNA5f4FYJPbP,167,2.333,2.375,0,0,"Poor orangutan. I hope her treatment is successful and she is able to return to living in the wild, or at least in a zoo. You hear a lot of stories these days about illegal animal trading. Humans need to learn that wild animals are not there for our entertainment and should be kept in their habitats."
R_d68YNA5f4FYJPbP_3,R_d68YNA5f4FYJPbP,194,3.333,4.000,0,1,"This really sucks for the children and the families affected. They could sue the developers, but no amount of money is going to compensate them for the health issues these kids are going to experience due to lead poisoning. The worst thing about this is, if it were a wealthy white neighbourhood adjacent to the industrial site they wanted to demolish, you know they would have taken every precaution to test to see if there was any chance of releasing toxic amounts of lead into the vicinity. But it's a poor black neighbourhood, so of course they aren't as careful."
R_d68YNA5f4FYJPbP_4,R_d68YNA5f4FYJPbP,288,2.167,2.375,0,0,"I feel bad for these sisters' family. Until we find out more from the autopsy report though, we probably shouldn't jump to conclusions. I don't know much about what could cause pulmonary edema, but maybe it was due to something they both ate, or an infection that they both came down with, or something unrelated to foul play."
R_d68YNA5f4FYJPbP_5,R_d68YNA5f4FYJPbP,409,2.667,2.625,0,0,"It's sad that there are still outbreaks of cholera and other diseases that are easily preventable with sanitation and access to clean drinking water. If we all pitch in just a couple dollars, the cost of buying a bottle of water, I bet we could make a significant contribution to the relief effort in Yemen."
R_295lUkcezeWx5Al_1,R_295lUkcezeWx5Al,35,7.000,6.250,1,1,"I am crushed after hearing about the conditions in Haiti after Hurricane Matthew hit the area.   The people are literally starving to death and the injured and sick do not have access to enough, if any medical care.  There are areas that are completely inaccessible to aid, either medically or food or water supplies.  There is extensive looting in Haiti and the situation is extremely dangerous even for those that try to bring in supplies to the people living there.   My heart is breaking as I think of all the people, children and adults in Haiti.  It is a country that still has not recovered from the earthquake that happened there years before.   I think that our country should continue to report on these terrible conditions and try to get aid to Haiti from every source available.   "
R_295lUkcezeWx5Al_2,R_295lUkcezeWx5Al,90,7.000,6.375,1,1,"I was reading where Chicago, Illinois has an incredible problem with lead in their public drinking fountains.   This problem is all over in public buildings, parks and even in homes where lead pipes are still in existence.  This is a problem that can have both immediate and long-range problems for adults and children in the city.  Children growing up drinking this polluted water can have many health problems including learning disabilities, behavioral problems and a variety of diseases.   The homeless are also prone to having problems because they rely on public drinking fountains every day.   "
R_295lUkcezeWx5Al_3,R_295lUkcezeWx5Al,174,7.000,6.500,1,1,"In Iraq, Islamic State militants are kidnapping thousands of people at gunpoint to use as shields against the U.S. takeover as the militants move to their last stronghold of Mosul.   This is something that complicates the U.S. airstrikes because it is not certain how many civilians might be injured or killed since they are being used as shields by the militants.   As the militants are squeezed tighter and tighter together in their last stronghold, more and more villages are suffering, entire villages of people are being taken and used as these shields.   It is a terrible situation and I cannot imagine the suffering as people are missing and lost forever from families and leaving many children as orphans.   "
R_295lUkcezeWx5Al_4,R_295lUkcezeWx5Al,278,5.833,5.500,1,1,A Russian fighter jet crashed into the Mediterranean Sea as it attempted to land on an aircraft carrier.   The pilot safely ejected from the aircraft.   Many Russian naval vessels are not off the coast of Syria in Russia's support of the Syrian government.   Many Britains are concerned over Russian warships traveling through British waters.   But Russia says its focus is about maintaining and safeguarding it's maritime economic activity and responding to new kinds of piracy and international terrorism.   
R_295lUkcezeWx5Al_5,R_295lUkcezeWx5Al,351,1.000,2.250,0,0,"A nineteen-year-old college student from Texas A&M ran into a police car while she was taking a topless photo of herself which she was sending to her boyfriend.   The police said she also had an open bottle of wine her the cup holder of her car.   She told the police she was taking a photo to send to her boyfriend while she was stopped at a stop light.   She was arrested on the suspicion of driving while intoxicated and then released on a $2,000 bond.   The accident happened about 100 miles north of Houston, Texas.   "
R_O8rkxaPvmC2DHTX_1,R_O8rkxaPvmC2DHTX,17,4.833,5.375,1,1,"Hey, I just read this article today.  It takes place in 2011 and is about an inmates at a federal prison that had to choose between living with a violent cellmate or end up in shackles.  In the cell they had to spend nearly 24 hours a day together in a concrete room smaller than a parking space, can you imagine?   I learned that they have a form of punishment there and it is called ""four-pointing"".  They cuff each limb to the corner of a concrete slab or bed frame.  That just sounds like torture to me.  The guy that the story is about is serving a 35-year sentence for drug trafficking and assaulting a corrections officer.  This prison is known as the toughest prison and I can see why.  You really should read this article, it is very eye opening."
R_O8rkxaPvmC2DHTX_2,R_O8rkxaPvmC2DHTX,156,6.500,5.875,1,1,"Hey B, remember that conversation we had the other day, well I found an article that talks about it.  It basically says that humans have destroyed 10 percent of Earth's wilderness in the last 25 years.  The article said that the total land area is about half the size of the Amazon and twice the size of the whole state of Alaska.  That is about 1.3 million square miles of wilderness, that just disappeared.  The article also revealed that humanity has one to two decades more to turn it around before it is too late.  I hope something is done soon and I'll send you a link to the article."
R_O8rkxaPvmC2DHTX_3,R_O8rkxaPvmC2DHTX,172,4.000,6.500,1,1,"Hey T, I found an article that I thought you would be interested in.  It is about how Iraqis found evidence of torture by Islanic State in mass graves near the city Mosul.  Can you believe that, they literally just killed and dumped bodies there.  From what the articles says in just one hours time they found 20 to 25 bodies.  Some where hard to even tell if it were human or not.  They still can't figure out how they died but they will soon enough.  Though from the state of decomposition it has only been a few weeks that they have been there. All I can say is that were tortured point blank."
R_O8rkxaPvmC2DHTX_4,R_O8rkxaPvmC2DHTX,253,1.000,7.000,0,1,"Hey you, I found more information about that woman who overdosed in the car with her infant.  It is just horrible.  From what I am reading it happened in Indiana and she had a syringe in her hand.  Her poor baby was only 10 months old.  How sad.  They were parked outside of a Dollar General when thankfully someone noticed and called 911.  The grandmother got guardianship over the baby, thank goodness.  The women got booked on neglect and possession, hopefully she stays in there for awhile."
R_O8rkxaPvmC2DHTX_5,R_O8rkxaPvmC2DHTX,376,1.000,6.250,0,1,"Hey, I wanted to share this article with you that I just found.  It is about the issue with junk food ads and targeting kids.  We were talking about this the other day.  Well apparently it will not be ending any time soon.  It is a billion dollar industry and there is very little anyone can do about it.  There are organizations out there that is trying to prevent this and fight against childhood obesity.  The WHO organization is blaming video bloggers/vloggers who get paychecks from junk food companies.  They are claiming that they are more powerful than ads.  I'm not sure I believe that but it could be possible, you think?"
R_1mrbh8yc48w0boX_1,R_1mrbh8yc48w0boX,28,7.000,7.000,1,1,It's very upsetting to me that people feel they still need to poach elephants and rhinos just for their ivory. It's a species that you are making extinct here. Why are people not trying to control or help the situation more? There has to be some kind d of co trolling standards for the extinction of the rhino and elephant. I believe I saw something not that long ago that actually painted the tusks and got s of elephants and rhinos that permantely stained them so the poachers work not beable ti use the ivory. They stained them a pink or blue color. We should try and regulate that and do that so no one will kill these animals. If that's possible. 
R_1mrbh8yc48w0boX_2,R_1mrbh8yc48w0boX,130,4.667,4.625,1,1,I feel like a lot of artists do this or try to do this. Take credit for music or lyrics that others have helped with. This probably happeneds more then we know about. They just made an entire Disney movie on it. Coco. It basically was about 2 singers and the one killed the other so no one would know he made and wrote all the lyrics and music that the one guy stole. I mean any way you look at it it's not right. The guy does serve and pay out and then some for what he has done to his friend.
R_1mrbh8yc48w0boX_3,R_1mrbh8yc48w0boX,202,5.167,6.875,1,1,Those poor boys. They never asked for any of this. Their father be a died beat dad and kill them. What a completely asshole to scared jerk. The boys were so young and helpless with a dead beat dad. The man should of just killed himself and left those 2 boys out of it. What did he accomplish by killing his sons? I have no words to describe how much pain those 2 little ones were probably in. Its ashame when kids have to take fault for thier parents misfortunes. And that mother. The heart ache she will have to face of losing not only 1 son but 2. I cannot imagine the sorrow that woukd cause.
R_1mrbh8yc48w0boX_4,R_1mrbh8yc48w0boX,299,7.000,7.000,1,1,These poor birds. We need to start recycling more and making sure our plastics are at least cut up. The beads in the plastic seem to be a good idea to try and detour the birds from eating it. All these simply thing we as humans can be doing to prevent these terrible things from happening. I feel like recycling and people having knowlegde about these plastics and polluting our environment are everywhere for Americans to see.i just kind of wonder the countries that had the highest percent of plastic in their oceans do they educate or inform those countries like america does? Why are those country so much higher then the others what do we need to do to reduce that number?
R_1mrbh8yc48w0boX_5,R_1mrbh8yc48w0boX,368,7.000,7.000,1,1,I am a firm believer of inoccent till proven guilty. But come on. There are multiple accounts with several different wome. That are coming forward towards this guy. This man needs taking off of the streets and put in jail. The things he did to multiple women is disgusting. I feel bad for these women who did not come forward in the beginning. Whether they were scared for their lives or just ashamed. It seems like alec could get a girl but just took things to far and to the next level. It ashame that a successful young man does something like this and ruins his entire life. Over sex. 
R_oZxXqm2az3FHVN7_1,R_oZxXqm2az3FHVN7,46,4.500,5.375,1,1,"i just read an article about a father who killed his daughter's adoptive grandfather because he had molested her and got off with a light sentence.  its crazy. i mean, i can see why he would snap, if you can call it that, but.. i dont know. my feelings are all over the place. if someone hurt my kids i could see imagining killing tyhem, but i doubt i could acct on it.
    and there are all these people cheering his actions. like he has this weird fan club for doing it. his life is ruined, his daughter is a mess dealing with the guilt of it all, someone is dead. and it said on the way to kill the old man, he shot at an old boyfriend of hers he suspected was abusive. idk, maybe the heat of the moment since he already decided he was going to jail for murder. just such an emotional read"
R_oZxXqm2az3FHVN7_2,R_oZxXqm2az3FHVN7,93,3.500,6.000,0,1,"i was reading about the war in Iraq. not gonna lie, i couldnt read it all. logically you know ""war is hell"" but all the details of it were too much for me. i tried, but reading of who's got a head head injury, who got gassed, it was too much. I flinch when i hear the words ""suicide bomber"" on the news, so reading about people being dragged into the city to be used as human sheilds was too much. I dont get it. how can people be so horrible to each other. bomb and attacks require calculated effort i just  cant comprhend."
R_oZxXqm2az3FHVN7_3,R_oZxXqm2az3FHVN7,247,5.833,4.750,1,1," i was reading about a dad who lost his daughter in the Charlie Hedbo attacks in Paris. it was touching. i mean, it was dark, him talking about losing her and those feeling, as well as those of other people who lived it. but his story touched me. he was talking about all the notes he recieved and how there was such an outpouring. he wrote a book, and he's healing. nice to see theres some form of recovery after something so awful"
R_oZxXqm2az3FHVN7_4,R_oZxXqm2az3FHVN7,282,6.167,4.000,1,1,"so theres this push to remove your money from banks involved in the pipeline screwing over the souix . Im thinking about it. kick the banks that are kicking the native americans seems like a good way to make a point. all the understand is the bottom line, and the pipeline company will lose their backers if they begin to lose too mkuch money"
R_oZxXqm2az3FHVN7_5,R_oZxXqm2az3FHVN7,359,2.333,6.875,0,1,"so Trump's guy of SCOTUS is anti LGBTQ. he's so far off the mark its insane. wants to outlaw gay sex basically. like, WHO is gonna enforce what happens in someones bedroom? I cant with this adminstration anymore. where will it end? just let people love who they want... crazy homophobes are gonna make america a whole new version of hell"
R_wStJlCceK0qC4i5_1,R_wStJlCceK0qC4i5,59,4.833,4.750,1,1,"After reading an article about the fraud happened years ago, I am now traumatized with easily trusting people. It is indeed a nightmare for all the victims to be involved in this kind of problem. It is a challenge to trust people again and invest your money on something. It is always good to know your rights before giving away the so called ""trust""."
R_wStJlCceK0qC4i5_2,R_wStJlCceK0qC4i5,123,6.000,6.000,1,1,"I am upset and disturbed about the result of the investigation on the article. It also saddens me to know that the families involved in the missing of those students are still hoping to see their family member even after years of waiting. This article reminds me that no matter how long the case, the family will always wait for them to hug those missing students."
R_wStJlCceK0qC4i5_3,R_wStJlCceK0qC4i5,236,3.833,4.500,0,1,Nothing is ever compatable to the support of people who are willingly happy to show their support and love to Trump. Although sometimes it is hard to think how impossible it is to agree with what Trump's want for the country. Supporting this kind of big event is always remarkable and will always be remembered by people.
R_wStJlCceK0qC4i5_4,R_wStJlCceK0qC4i5,302,6.167,6.000,1,1,"Lung cancer is one of the most dangerous and strong illnes. It is scary to think that someone might be carrying that kind of desease just because of them having a hard time letting go of smoking. Also, thinking that even the non-smoking people can get sick and worst they can even have cancer too. Just thinking how things worked regarding cancer is traumatising me."
R_wStJlCceK0qC4i5_5,R_wStJlCceK0qC4i5,340,6.000,6.000,1,1,"I am stressed about this article since gasoline is involved. Gasoline is a big thing not just for me, my family, my frienda but it is a big thing for everyone. It is always a bad news to know that something like this happened or happening because it will slow down the work we have to do. It destroys plans and budget of every individual. "
